Service Line Locality,Street Address,Zip Code,State,"Lead Gooseneck, Pigtail or Connector Currently Present",Current Public Side SL Material,Was Public SL Material Ever Previously Lead,Public SL Material Verification Method,Public SL Installation or Replacement Date,Public SL Size,Customer SL Material,Customer SL Material Verification Method,Lead Solder Present,Building Type,POU or POE Treatment Present,Customer SL Installation or Replacement Date,Customer SL Size,SL Category,Note,Location
Poughkeepsie,18 Stonehedge Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84543 41.66799)
Poughkeepsie,21 West Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.93125 41.59693)
Poughkeepsie,23 Mapleview Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86105 41.69288)
Poughkeepsie,1984 New Hackensack Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.87023 41.6519)
Poughkeepsie,14 Dawson Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84734 41.68921)
Poughkeepsie,49 Victor Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81903 41.6746)
Poughkeepsie,16 Hillview Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83174 41.66658)
Poughkeepsie,126 Cavo Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83874 41.6775)
Poughkeepsie,18 Jamison Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85164 41.6958)
Poughkeepsie,4 Collins Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86011 41.69735)
Poughkeepsie,9 Robin Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86254 41.65273)
Poughkeepsie,33 Michelle Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85403 41.69877)
Poughkeepsie,59 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83326 41.67836)
Poughkeepsie,11  Caudie Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86347 41.64706)
Poughkeepsie,132 Cavo Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83799 41.67691)
Poughkeepsie,3 Clover Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86043 41.66039)
Poughkeepsie,101 Cramer Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81809 41.67921)
Poughkeepsie,111 Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85749 41.67438)
Poughkeepsie,6 Cromwell Dr,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8338 41.68127)
Poughkeepsie,62 Vail Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83409 41.68451)
Poughkeepsie,82 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83276 41.68339)
Poughkeepsie,22 PAGE COURT,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84482 41.6825)
Poughkeepsie,5 Jamison Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85181 41.69495)
Poughkeepsie,19 Bushwick Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83464 41.66558)
Poughkeepsie,6 Settlers Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85671 41.68644)
Poughkeepsie,112 Cavo Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83929 41.67931)
Poughkeepsie,33 PAGE COURT,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84382 41.68281)
Poughkeepsie,235 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84218 41.68476)
Poughkeepsie,28 Nichols Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85298 41.70033)
Poughkeepsie,32 Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85949 41.67976)
Poughkeepsie,46 Cochran Hill Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86375 41.65478)
Poughkeepsie,5 Westview Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86834 41.65131)
Poughkeepsie,4 Parkview Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.796 41.65649)
Poughkeepsie,38 Hillview Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83117 41.66801)
Poughkeepsie,8 Carrington Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86693 41.66436)
Poughkeepsie,119 Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85697 41.67393)
Poughkeepsie,10 Phillips Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86613 41.68157)
Poughkeepsie,43 Kevin Heights,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86457 41.65003)
Poughkeepsie,22 Commerce Street,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85411 41.68435)
Poughkeepsie,246 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84156 41.68534)
Poughkeepsie,4 Vincent Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.80523 41.64777)
Poughkeepsie,404-406 Manchester Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86181 41.68272)
Poughkeepsie,16 Cromwell Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83409 41.68268)
Poughkeepsie,24 Rombout Ridge,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86565 41.66427)
Poughkeepsie,14 Rombout Ridge,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86475 41.66392)
Poughkeepsie,46 Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86021 41.67867)
Poughkeepsie,21 Hillview Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83126 41.66693)
Poughkeepsie,22 Michelle Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85397 41.69952)
Poughkeepsie,10 Vincent Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.80483 41.64702)
Poughkeepsie,6 Baldwin Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83728 41.65604)
Poughkeepsie,2 North Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86194 41.64645)
Poughkeepsie,1 Donnie Place,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85284 41.67522)
Poughkeepsie,13 Raspberry Place,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84068 41.64951)
Poughkeepsie,35 Milano Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86183 41.69969)
Poughkeepsie,25 Cochran Hill Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86527 41.65288)
Poughkeepsie,16 High Acres Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83601 41.65493)
Poughkeepsie,270 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85291 41.65851)
Poughkeepsie,34 Victor Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81809 41.67394)
Poughkeepsie,13 Robert Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85329 41.67328)
Poughkeepsie,22 Daley Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85878 41.65373)
Poughkeepsie,47 Macghee Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86764 41.64472)
Poughkeepsie,7 Vincent Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.80491 41.64716)
Poughkeepsie,West Terrace,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,
Poughkeepsie,Robin Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,
Poughkeepsie,22 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84999 41.6933)
Poughkeepsie,23 Vincent Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.80383 41.64515)
Poughkeepsie,16 Robert Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85338 41.67339)
Poughkeepsie,7 Caudie Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86288 41.64671)
Poughkeepsie,10 Mapleview Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86107 41.69143)
Poughkeepsie,88 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83391 41.68484)
Poughkeepsie,120 Cavo Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83894 41.67819)
Poughkeepsie,58 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84807 41.69105)
Poughkeepsie,12 Settlers Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85713 41.68749)
Poughkeepsie,11 Baldwin Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83731 41.65641)
Poughkeepsie,1054 Freedom Plains Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.80649 41.67234)
Poughkeepsie,9 North Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86182 41.64743)
Poughkeepsie,3 Victor Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81533 41.67328)
Poughkeepsie,4 Saxon Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83011 41.68124)
Poughkeepsie,1 Commerce Street Ext,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85752 41.68194)
Poughkeepsie,111 Macghee Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86596 41.64227)
Poughkeepsie,6 Manor Drive W,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83746 41.65952)
Poughkeepsie,52 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83324 41.67837)
Poughkeepsie,12 Walker Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8708 41.65269)
Poughkeepsie,143 Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85538 41.67256)
Poughkeepsie,43 Clover Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86149 41.66203)
Poughkeepsie,42 PAGE COURT,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84327 41.68311)
Poughkeepsie,69 Stonewall Circle,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85294 41.69948)
Poughkeepsie,317 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84696 41.66165)
Poughkeepsie,8 Four Winds Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85966 41.65253)
Poughkeepsie,19 Partners Terrace,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86057 41.657)
Poughkeepsie,210 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84416 41.68378)
Poughkeepsie,45 Vail Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83781 41.68202)
Poughkeepsie,272 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85239 41.65861)
Poughkeepsie,57 Dawson Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84429 41.68842)
Poughkeepsie,35 Clover Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86087 41.66352)
Poughkeepsie,2  Partners Terrace,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85991 41.65919)
Poughkeepsie,22 Hillview Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83131 41.66673)
Poughkeepsie,71 Michaels Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.82159 41.67685)
Poughkeepsie,22 Sommerset Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84723 41.68285)
Poughkeepsie,8 Industry Street,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85271 41.68111)
Poughkeepsie,74 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84797 41.69012)
Poughkeepsie,154 Overlook Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86229 41.693)
Poughkeepsie,19 Karen Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85504 41.69402)
Poughkeepsie,66 Vail Road Ext,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83304 41.68493)
Poughkeepsie,8 Michaels Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81697 41.67838)
Poughkeepsie,9 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85078 41.69393)
Poughkeepsie,55 Stonewall Circle,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85199 41.69955)
Poughkeepsie,131 Keith Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85448 41.68735)
Poughkeepsie,6 Hartstone Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86045 41.68855)
Poughkeepsie,334 Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84892 41.66007)
Poughkeepsie,Route 55 Rear,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,
Poughkeepsie,15 Vincent Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8044 41.64617)
Poughkeepsie,43 Hillview Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83121 41.66826)
Poughkeepsie,9 Clover Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86005 41.6613)
Poughkeepsie,21 Nichols Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85298 41.70033)
Poughkeepsie,7 North Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86185 41.64715)
Poughkeepsie,135 Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85597 41.67308)
Poughkeepsie,9 High Acres Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83692 41.65399)
Poughkeepsie,114 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84899 41.68731)
Poughkeepsie,14 Caudie Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86493 41.64865)
Poughkeepsie,29 Cochran Hill Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86382 41.65435)
Poughkeepsie,8 Rombout Ridge,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86491 41.66323)
Poughkeepsie,1058 Freedom Plains Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.806 41.67218)
Poughkeepsie,19 Caudie Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86469 41.64789)
Poughkeepsie,21 Raspberry Place,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8404 41.64882)
Poughkeepsie,49 Clover Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86192 41.66102)
Poughkeepsie,504 Freedom Plains Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85328 41.67915)
Poughkeepsie,114 Cramer road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81583 41.67859)
Poughkeepsie,22 Robin Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86382 41.65164)
Poughkeepsie,3 May Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86813 41.64404)
Poughkeepsie,261 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85421 41.65826)
Poughkeepsie,12 Orchard Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85774 41.6802)
Poughkeepsie,16 Hatfield Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86348 41.69334)
Poughkeepsie,48 Cochran Hill Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86434 41.65477)
Poughkeepsie,15 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85042 41.69364)
Poughkeepsie,16 Manor Drive W,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83653 41.65926)
Poughkeepsie,14 White Deer Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8496 41.69428)
Poughkeepsie,25 Stonehedge Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84546 41.66656)
Poughkeepsie,25 Carol Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83986 41.68305)
Poughkeepsie,68 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83127 41.68023)
Poughkeepsie,4 Old Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8135 41.64476)
Poughkeepsie,7 High Acres Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83718 41.65376)
Poughkeepsie,13 Nichols Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85329 41.70034)
Poughkeepsie,33 Victor Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81813 41.67396)
Poughkeepsie,3 Stonewall Circle,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85364 41.70067)
Poughkeepsie,101 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83307 41.68392)
Poughkeepsie,119 Macghee Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86523 41.64246)
Poughkeepsie,29 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84956 41.69295)
Poughkeepsie,14 Robert Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8536 41.67365)
Poughkeepsie,3 Cromwell Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83375 41.6812)
Poughkeepsie,28 Cochran Hill Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86524 41.65291)
Poughkeepsie,4 May Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86794 41.64442)
Poughkeepsie,42 High Acres Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83817 41.65803)
Poughkeepsie,61 Dawson Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84475 41.68806)
Poughkeepsie,202 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84478 41.68358)
Poughkeepsie,22 Old Fashion Way,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85548 41.69102)
Poughkeepsie,23 Vail Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84375 41.68148)
Poughkeepsie,105 Cavo Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83939 41.68019)
Poughkeepsie,4 Commerce Street Ext.,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85649 41.68237)
Poughkeepsie,79 Stonewall Circle,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85378 41.69951)
Poughkeepsie,111 Cavo Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83929 41.67935)
Poughkeepsie,17 Four Winds Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86127 41.651)
Poughkeepsie,278 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8513 41.65881)
Poughkeepsie,30 Rombout Ridge,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86574 41.66349)
Poughkeepsie,3 Carrington Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86701 41.664)
Poughkeepsie,63 PAGE COURT,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84253 41.68439)
Poughkeepsie,11 Robert Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85356 41.6736)
Poughkeepsie,139 Keith Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85496 41.68653)
Poughkeepsie,16 Bushwick Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83598 41.66619)
Poughkeepsie,72 Victor Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81893 41.67576)
Poughkeepsie,76 Fireemns Way,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85673 41.67672)
Poughkeepsie,25 Jamison Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85158 41.69607)
Poughkeepsie,14 Cortlandt Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86003 41.65429)
Poughkeepsie,139 Overlook Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86231 41.69232)
Poughkeepsie,234 RIDGELINE DRIVE,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84208 41.6848)
Poughkeepsie,40 MIchaels Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81985 41.67818)
Poughkeepsie,14 Stonehedge Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84528 41.66868)
Poughkeepsie,8 Cromwell Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83394 41.68154)
Poughkeepsie,7 Industry Street,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85205 41.68195)
Poughkeepsie,478 Freedom Plains Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85531 41.68032)
Poughkeepsie,4 Hartstone Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86024 41.68907)
Poughkeepsie,20 Rombout Ridge,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86518 41.66434)
