Service Line Locality,Street Address,Zip Code,State,"Lead Gooseneck, Pigtail or Connector Currently Present",Current Public Side SL Material,Was Public SL Material Ever Previously Lead,Public SL Material Verification Method,Public SL Installation or Replacement Date,Public SL Size,Customer SL Material,Customer SL Material Verification Method,Lead Solder Present,Building Type,POU or POE Treatment Present,Customer SL Installation or Replacement Date,Customer SL Size,SL Category,Note,Location
Poughkeepsie,43 South View Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84423 41.65685)
Poughkeepsie,92 Macghee Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8662 41.6433)
Poughkeepsie,21 Vail Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84435 41.68112)
Poughkeepsie,45 PAGE COURT,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84307 41.68323)
Poughkeepsie,20 High Acres Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83591 41.65535)
Poughkeepsie,9 Providence Way,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86713 41.66129)
Poughkeepsie,9 Mapleview Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86107 41.69145)
Poughkeepsie,32 Robert Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85249 41.67098)
Poughkeepsie,25 Westview Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86808 41.64978)
Poughkeepsie,7 Kimball Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83439 41.67922)
Poughkeepsie,148 Overlook Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86231 41.69237)
Poughkeepsie,141 Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85562 41.67278)
Poughkeepsie,9 Settlers Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85727 41.68719)
Poughkeepsie,63 Stonewall Circle,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85243 41.69946)
Poughkeepsie,16 Kevin Heights,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86338 41.64814)
Poughkeepsie,324 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84676 41.66238)
Poughkeepsie,13 Robin Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86319 41.65217)
Poughkeepsie,15 Mapleview Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86106 41.69207)
Poughkeepsie,28 White Bridge Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86397 41.69604)
Poughkeepsie,20 Hillview Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83142 41.66669)
Poughkeepsie,Walker Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,
Poughkeepsie,125 Macghee Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86488 41.64268)
Poughkeepsie,98 Macghee Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86658 41.64279)
Poughkeepsie,103 Cavo Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83944 41.68044)
Poughkeepsie,46 Clover Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86079 41.6637)
Poughkeepsie,29 Brian Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.82218 41.67534)
Poughkeepsie,White Deer Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,
Poughkeepsie,109 Overlook Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86509 41.6855)
Poughkeepsie,86 Keith Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85329 41.69053)
Poughkeepsie,11 West Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.93118 41.59696)
Poughkeepsie,21 Kevin Heights,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86363 41.64872)
Poughkeepsie,51 Stonewall Circle,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85177 41.69976)
Poughkeepsie,69 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83207 41.67946)
Poughkeepsie,"7 West Drive, Poughkeepsie",12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.93164 41.59643)
Poughkeepsie,85 Victor Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81852 41.67697)
Poughkeepsie,4 Nobile Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83772 41.67839)
Poughkeepsie,6 Partners Terrace,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86105 41.65833)
Poughkeepsie,20 Dawson Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84507 41.68968)
Poughkeepsie,2 Baldwin Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83668 41.65545)
Poughkeepsie,915 Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.80489 41.64461)
Poughkeepsie,57 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83355 41.67816)
Poughkeepsie,231 RIDGELINE DRIVE,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84265 41.68464)
Poughkeepsie,15 Bushwick Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83473 41.66558)
Poughkeepsie,222 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84245 41.68468)
Poughkeepsie,6 Phillips Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86662 41.68199)
Poughkeepsie,7 Carol Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84182 41.68271)
Poughkeepsie,8 Hartstone Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8607 41.68791)
Poughkeepsie,48 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83449 41.67739)
Poughkeepsie,38 PAGE COURT,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84357 41.68293)
Poughkeepsie,34 Kevin Heights,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86401 41.64945)
Poughkeepsie,20 Manor Drive W,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83614 41.65919)
Poughkeepsie,14 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83422 41.67219)
Poughkeepsie,72 Stonewall Circle,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85315 41.69949)
Poughkeepsie,15 Timothy Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81301 41.67306)
Poughkeepsie,243 RIDGELINE DRIVE,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84156 41.68534)
Poughkeepsie,3 Orchard Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85666 41.6801)
Poughkeepsie,62 Macghee Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86681 41.64412)
Poughkeepsie,11 Mapleview Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86107 41.69165)
Poughkeepsie,12 Lafayette Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81463 41.67413)
Poughkeepsie,5 Carol Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84206 41.68223)
Poughkeepsie,38 Cochran Hill Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.864 41.65407)
Poughkeepsie,27 Nichols Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85252 41.70031)
Poughkeepsie,14 Michelle Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85397 41.69952)
Poughkeepsie,12 Mapleview Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86106 41.69183)
Poughkeepsie,53 Victor Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81917 41.67486)
Poughkeepsie,4 Milano Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85814 41.69665)
Poughkeepsie,33 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84929 41.69274)
Poughkeepsie,2 Kevin Heights,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86349 41.64727)
Poughkeepsie,234 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84208 41.6848)
Poughkeepsie,10 Walker Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.87106 41.65318)
Poughkeepsie,403 Manchester Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86182 41.68313)
Poughkeepsie,29 Michelle Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85397 41.69952)
Poughkeepsie,31 Milano Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86134 41.69929)
Poughkeepsie,328 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8464 41.66292)
Poughkeepsie,9 Daisy Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86439 41.66029)
Poughkeepsie,40 Brian Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.82309 41.67523)
Poughkeepsie,3 Lakeview Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8653 41.64441)
Poughkeepsie,219 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84346 41.68422)
Poughkeepsie,15 Cochran Hill Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86571 41.65419)
Poughkeepsie,38 Macghee Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86792 41.64546)
Poughkeepsie,25 Rombout Ridge,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86567 41.66404)
Poughkeepsie,146 Overlook Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86231 41.69218)
Poughkeepsie,14 Four Winds Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86037 41.6518)
Poughkeepsie,464 Freedom Plains Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85652 41.68097)
Poughkeepsie,70 Dawson Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84533 41.68769)
Poughkeepsie,3 Industry Street,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85297 41.68276)
Poughkeepsie,276 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85166 41.65875)
Poughkeepsie,137 Macghee Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86459 41.64331)
Poughkeepsie,22 Jamison Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85158 41.69607)
Poughkeepsie,Patrick Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,
Poughkeepsie,"12 Caudie Drive,",12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86474 41.64799)
Poughkeepsie,6 Nobile Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83734 41.67812)
Poughkeepsie,21 Mapleview Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86105 41.69267)
Poughkeepsie,460 Freedom Plains Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85701 41.6811)
Poughkeepsie,733 Freedom Plains Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83651 41.66963)
Poughkeepsie,11 Four Winds Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86058 41.65162)
Poughkeepsie,40 Vail Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83923 41.68148)
Poughkeepsie,20 Woodview Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84656 41.68133)
Poughkeepsie,116 Cavo Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83912 41.67874)
Poughkeepsie,32 High Acres Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8369 41.65694)
Poughkeepsie,Clover Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,
Poughkeepsie,42 Clover Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86052 41.66437)
Poughkeepsie,333 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84613 41.66324)
Poughkeepsie,209 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86539 41.66187)
Poughkeepsie,11 Vincent Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.80465 41.64667)
Poughkeepsie,5 North Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8619 41.64673)
Poughkeepsie,4 Four Winds Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85927 41.65285)
Poughkeepsie,23 West Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.93126 41.59693)
Poughkeepsie,107 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83398 41.68528)
Poughkeepsie,99 Todd Hill Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.79322 41.65803)
Poughkeepsie,5 Kinkead Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.80514 41.6451)
Poughkeepsie,26 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8351 41.67301)
Poughkeepsie,18 High Acres Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83594 41.6551)
Poughkeepsie,10 Baldwin Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8372 41.65663)
Poughkeepsie,3 Mapleview Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86108 41.69074)
Poughkeepsie,159 Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85464 41.67187)
Poughkeepsie,14 Manor Drive W,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83671 41.65932)
Poughkeepsie,44 Clover Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86064 41.66407)
Poughkeepsie,28 Sommerset Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84757 41.68305)
Poughkeepsie,258 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85564 41.65708)
Poughkeepsie,250 RIDGELINE DRIVE,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84156 41.68534)
Poughkeepsie,1060 Freedom Plains Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.80622 41.67202)
Poughkeepsie,24 Michaels Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81847 41.6779)
Poughkeepsie,307 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84804 41.66059)
Poughkeepsie,40 Victor Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.81855 41.67421)
Poughkeepsie,15 Caudie Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86418 41.64754)
Poughkeepsie,22 Vincent Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.80378 41.64506)
Poughkeepsie,45 Dawson Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84422 41.68927)
Poughkeepsie,104 Macghee Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86659 41.64273)
Poughkeepsie,9 Cortlandt Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86041 41.65414)
Poughkeepsie,3 Dawson Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84741 41.68922)
Poughkeepsie,5 Four Winds Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85981 41.65237)
Poughkeepsie,20 Nichols Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85298 41.70033)
Poughkeepsie,23 Stonehedge Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84547 41.66653)
Poughkeepsie,34 Hartstone Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85618 41.68539)
Poughkeepsie,21 Meier Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85409 41.67501)
Poughkeepsie,22 Kimball Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.832 41.68138)
Poughkeepsie,9 Caudie Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86317 41.64688)
Poughkeepsie,12 Hartstone Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86049 41.68728)
Poughkeepsie,68 Macghee Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86628 41.6442)
Poughkeepsie,211 Ridgeline Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.84413 41.6838)
Poughkeepsie,1-3 Phillips Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86707 41.68238)
Poughkeepsie,19 Kimball Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83296 41.68058)
Poughkeepsie,11 Brian Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.82025 41.67554)
Poughkeepsie,53 Clover Hill Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8622 41.66033)
Poughkeepsie,16 Rombout Ridge,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86474 41.66416)
Poughkeepsie,76 Stonewall Circle,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85341 41.6995)
Poughkeepsie,27 Milano Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8609 41.69893)
Poughkeepsie,1 Lakeview Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86547 41.64434)
Poughkeepsie,136 Overlook Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86232 41.69114)
Poughkeepsie,456 Freedom Plains Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85749 41.68102)
Poughkeepsie,177-179 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86996 41.66468)
Poughkeepsie,65 Vail Road Ext,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83309 41.68491)
Poughkeepsie,4 North Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8619 41.64674)
Poughkeepsie,21 Cochran Hill Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86562 41.65362)
Poughkeepsie,121 Cavo Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83885 41.67787)
Poughkeepsie,17 Partners Terrace,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86086 41.65698)
Poughkeepsie,269 Titusville Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85297 41.65887)
Poughkeepsie,42-44 Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85956 41.67913)
Poughkeepsie,27 Carol Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83999 41.68284)
Poughkeepsie,6 Parkview Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.79592 41.65665)
Poughkeepsie,14 West Terrace,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86753 41.65371)
Poughkeepsie,24 Carol Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83977 41.68333)
Poughkeepsie,1 Industry Street,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85347 41.68352)
Poughkeepsie,16 Karen Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85492 41.69358)
Poughkeepsie,42 Hillview Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83122 41.6683)
Poughkeepsie,7 Hatfield Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86257 41.69266)
Poughkeepsie,29 Hillview Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83117 41.66725)
Poughkeepsie,19 Patrick Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86297 41.68219)
Poughkeepsie,17 Caudie Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.86452 41.64778)
Poughkeepsie,207 Rombout Ridge,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.82922 41.71235)
Poughkeepsie,99 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83283 41.68361)
Poughkeepsie,6 Kimball Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83461 41.67848)
Poughkeepsie,56-58 Noxon Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85981 41.6781)
Poughkeepsie,72 Michaels Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.82169 41.67638)
Poughkeepsie,10 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83377 41.67176)
Poughkeepsie,1025 Freedom Plains Road,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.80858 41.67189)
Poughkeepsie,14 Honeymoon Lane,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83851 41.65453)
Poughkeepsie,28 High Acres Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8362 41.65637)
Poughkeepsie,9 Jamison Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.85177 41.69519)
Poughkeepsie,21 Jamison Court,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.8516 41.696)
Poughkeepsie,43 Mandalay Drive,12603,NY,,Copper,Unknown,Records,,,Copper,Records,,,,,,Non-Lead,,POINT (-73.83482 41.67618)
